dataset,episode,classification,bag_duration_s,common_overlap_s,alignment_coverage_50ms,drop_events,estimated_missing,severe_gaps,usable_segments_ge_5s,usable_continuous_s,longest_continuous_s,header_clock_topics,size_bytes,errors,warnings,path
f1-5-201,episode_000145,FRAGMENT_ONLY,69.035263709,68.96254801750183,0.9913875598086125,138,168,4,4,64.34685683250427,26.63120985031128,1,938584761,,"one or more required streams has a gap >200 ms | 138 dropped-frame events, about 168 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000145
f1-5-201,episode_000146,READY,62.570709386,62.513288497924805,0.9920844327176781,218,255,0,1,62.513288497924805,62.513288497924805,2,855256344,,"218 dropped-frame events, about 255 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000146
f1-5-201,episode_000147,READY,64.194590006,61.992974519729614,0.9968051118210862,175,194,0,1,61.992974519729614,61.992974519729614,2,856573415,,"175 dropped-frame events, about 194 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000147
f1-5-201,episode_000148,FRAGMENT_ONLY,66.221400784,64.11455774307251,0.9922799794132784,181,206,1,2,63.721965312957764,48.3636589050293,1,893551318,,"one or more required streams has a gap >200 ms | 181 dropped-frame events, about 206 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000148
f1-5-201,episode_000149,FRAGMENT_ONLY,59.295424997,59.22444224357605,0.9933147632311977,171,198,2,3,58.69517159461975,27.907840490341187,3,804409654,,"one or more required streams has a gap >200 ms | 171 dropped-frame events, about 198 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000149
f1-5-201,episode_000150,FRAGMENT_ONLY,63.909248024,61.80867147445679,0.9839829151094501,196,246,2,2,61.09196591377258,49.780272245407104,2,851997574,,"one or more required streams has a gap >200 ms | 196 dropped-frame events, about 246 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000150
f1-5-201,episode_000151,FRAGMENT_ONLY,60.936133108,60.86980152130127,0.9962039045553145,126,143,1,2,60.64877486228943,39.858365535736084,3,834529188,,"one or more required streams has a gap >200 ms | 126 dropped-frame events, about 143 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000151
f1-5-201,episode_000152,FRAGMENT_ONLY,60.093985164,57.56620383262634,0.9919724770642202,134,161,2,2,55.47586178779602,40.025819063186646,2,817471015,,"one or more required streams has a gap >200 ms | 134 dropped-frame events, about 161 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000152
f1-5-201,episode_000153,READY,59.752063424,59.68367004394531,0.995575221238938,165,189,0,1,59.68367004394531,59.68367004394531,1,809284483,,"165 dropped-frame events, about 189 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000153
f1-5-201,episode_000154,FRAGMENT_ONLY,66.57560895,66.5138840675354,0.994044665012407,157,183,1,2,66.30214953422546,58.052255392074585,1,902714618,,"one or more required streams has a gap >200 ms | 157 dropped-frame events, about 183 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000154
f1-5-201,episode_000155,FRAGMENT_ONLY,61.577266896,59.412214517593384,0.9866740699611327,173,215,2,3,58.927168130874634,29.92301654815674,2,812922300,,"one or more required streams has a gap >200 ms | 173 dropped-frame events, about 215 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000155
f1-5-201,episode_000156,FRAGMENT_ONLY,57.80165472,55.73176646232605,0.9881586737714624,140,177,3,4,54.97394847869873,26.985654830932617,3,774392133,,"one or more required streams has a gap >200 ms | 140 dropped-frame events, about 177 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000156
f1-5-201,episode_000157,FRAGMENT_ONLY,54.891664443,52.70107650756836,0.9906073888541015,98,126,1,2,52.47828006744385,43.03278589248657,2,733342143,,"one or more required streams has a gap >200 ms | 98 dropped-frame events, about 126 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000157
f1-5-201,episode_000158,FRAGMENT_ONLY,63.000532312,60.46048355102539,0.9896344789961812,208,244,2,3,59.92478656768799,28.952533960342407,3,833756027,,"one or more required streams has a gap >200 ms | 208 dropped-frame events, about 244 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000158
f1-5-201,episode_000159,READY,63.359712099,63.29901123046875,0.9942648592283628,205,226,0,1,63.29901123046875,63.29901123046875,2,857932704,,"205 dropped-frame events, about 226 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000159
f1-5-201,episode_000160,FRAGMENT_ONLY,58.086335406,55.91814923286438,0.9952802359882006,206,222,1,2,55.616819620132446,46.00750494003296,3,769420709,,"one or more required streams has a gap >200 ms | 206 dropped-frame events, about 222 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000160
f1-5-201,episode_000161,FRAGMENT_ONLY,57.7029746,55.59046649932861,0.9887240356083086,135,177,3,2,50.284045934677124,31.674409866333008,3,767907380,,"one or more required streams has a gap >200 ms | 135 dropped-frame events, about 177 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000161
f1-5-201,episode_000162,FRAGMENT_ONLY,58.864413942,58.80592489242554,0.9870931537598204,142,180,3,3,57.93362045288086,26.6739661693573,2,793708893,,"one or more required streams has a gap >200 ms | 142 dropped-frame events, about 180 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000162
f1-5-201,episode_000163,FRAGMENT_ONLY,56.337302183,54.15298891067505,0.9890310786106032,129,164,2,2,52.82724857330322,37.64675760269165,3,746399066,,"one or more required streams has a gap >200 ms | 129 dropped-frame events, about 164 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000163
f1-5-201,episode_000164,FRAGMENT_ONLY,56.732465915,56.6666054725647,0.9965055329062318,225,237,1,2,56.444714069366455,46.16655898094177,3,768112593,,"one or more required streams has a gap >200 ms | 225 dropped-frame events, about 237 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000164
f1-5-201,episode_000165,FRAGMENT_ONLY,52.115220694,49.92897415161133,0.9947159841479525,119,133,1,1,46.26035213470459,46.26035213470459,3,690916303,,"one or more required streams has a gap >200 ms | 119 dropped-frame events, about 133 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000165
f1-5-201,episode_000166,FRAGMENT_ONLY,60.921305989,60.83157515525818,0.9945770065075922,167,188,1,2,60.5405330657959,50.16710042953491,2,821871735,,"one or more required streams has a gap >200 ms | 167 dropped-frame events, about 188 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000166
f1-5-201,episode_000167,FRAGMENT_ONLY,63.102596071,60.964757204055786,0.9935029778018408,145,172,2,3,60.39507460594177,33.46640872955322,2,842656933,,"one or more required streams has a gap >200 ms | 145 dropped-frame events, about 172 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000167
f1-5-201,episode_000168,FRAGMENT_ONLY,62.917423173,62.84876298904419,0.9916010498687664,124,154,1,2,62.59247851371765,37.26206922531128,1,844757702,,"one or more required streams has a gap >200 ms | 124 dropped-frame events, about 154 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000168
f1-5-201,episode_000169,FRAGMENT_ONLY,58.047543619,55.135094165802,0.9940155595451825,110,126,1,2,54.87926173210144,46.26567339897156,1,772688283,,"one or more required streams has a gap >200 ms | 110 dropped-frame events, about 126 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000169
f1-5-201,episode_000170,FRAGMENT_ONLY,59.244778192,59.195276975631714,0.9916387959866221,143,174,2,2,57.95704650878906,37.52201962471008,2,801355499,,"one or more required streams has a gap >200 ms | 143 dropped-frame events, about 174 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000170
f1-5-201,episode_000171,FRAGMENT_ONLY,54.048531277,51.7955687046051,0.9904397705544933,154,183,2,2,47.78779721260071,24.394228219985962,2,710946523,,"one or more required streams has a gap >200 ms | 154 dropped-frame events, about 183 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000171
f1-5-201,episode_000172,READY,51.583568425,51.54597616195679,0.998719590268886,115,123,0,1,51.54597616195679,51.54597616195679,1,699143349,,"115 dropped-frame events, about 123 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000172
f1-5-201,episode_000173,FRAGMENT_ONLY,60.752821867,60.71858286857605,0.9945652173913043,141,162,1,2,60.471851110458374,48.02818417549133,3,822007125,,"one or more required streams has a gap >200 ms | 141 dropped-frame events, about 162 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000173
f1-5-201,episode_000174,FRAGMENT_ONLY,64.938479339,64.86144137382507,0.9944020356234097,185,206,1,2,64.56763553619385,41.41000699996948,2,881143998,,"one or more required streams has a gap >200 ms | 185 dropped-frame events, about 206 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000174
f1-5-201,episode_000175,FRAGMENT_ONLY,52.115706981,49.79390501976013,0.9880715705765407,164,196,3,3,45.68505811691284,32.055535554885864,2,679940085,,"one or more required streams has a gap >200 ms | 164 dropped-frame events, about 196 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000175
f1-5-201,episode_000176,FRAGMENT_ONLY,57.449706618,57.38437485694885,0.9821736630247269,217,263,3,3,52.24613165855408,19.334763288497925,2,773798674,,"one or more required streams has a gap >200 ms | 217 dropped-frame events, about 263 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000176
f1-5-201,episode_000177,READY,55.965544628,53.805267572402954,0.9950920245398773,156,175,0,1,53.805267572402954,53.805267572402954,2,738246511,,"156 dropped-frame events, about 175 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000177
f1-5-201,episode_000178,READY,60.459863257,60.39061498641968,0.9956284153005465,152,166,0,1,60.39061498641968,60.39061498641968,2,820194155,,"152 dropped-frame events, about 166 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000178
f1-5-201,episode_000179,FRAGMENT_ONLY,58.973254007,58.91858720779419,0.9938375350140056,150,173,1,2,58.6970751285553,37.81079888343811,1,792363588,,"one or more required streams has a gap >200 ms | 150 dropped-frame events, about 173 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000179
f1-5-201,episode_000180,FRAGMENT_ONLY,58.459965896,56.19163250923157,0.9970640046975925,157,172,1,1,54.74358344078064,54.74358344078064,2,779021352,,"one or more required streams has a gap >200 ms | 157 dropped-frame events, about 172 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000180
f1-5-201,episode_000181,FRAGMENT_ONLY,55.557450628,55.498459577560425,0.990487514863258,183,219,1,2,55.24266219139099,44.430992126464844,3,747706094,,"one or more required streams has a gap >200 ms | 183 dropped-frame events, about 219 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000181
f1-5-201,episode_000182,FRAGMENT_ONLY,57.0580356,56.969738245010376,0.9942062572421785,133,154,1,2,56.680389642715454,41.04744076728821,1,768383544,,"one or more required streams has a gap >200 ms | 133 dropped-frame events, about 154 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000182
f1-5-201,episode_000183,READY,53.298027258,50.71328043937683,0.9993493819128172,125,131,0,1,50.71328043937683,50.71328043937683,1,711249835,,"125 dropped-frame events, about 131 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000183
f1-5-201,episode_000184,FRAGMENT_ONLY,65.463913997,63.36140251159668,0.9859375,188,226,4,2,51.73854947090149,41.28143906593323,1,870776005,,"one or more required streams has a gap >200 ms | 188 dropped-frame events, about 226 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000184
f1-5-201,episode_000185,READY,62.855456302,60.7574508190155,0.9951113525258012,138,164,0,1,60.7574508190155,60.7574508190155,2,836023039,,"138 dropped-frame events, about 164 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000185
f1-5-201,episode_000186,FRAGMENT_ONLY,54.171433175,54.115492820739746,0.9896278218425869,161,192,2,2,50.382256746292114,34.63817048072815,3,731347677,,"one or more required streams has a gap >200 ms | 161 dropped-frame events, about 192 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000186
f1-5-201,episode_000187,FRAGMENT_ONLY,55.629488017,55.571938037872314,0.9869358669833729,124,154,3,3,52.19196915626526,27.876649856567383,2,758739484,,"one or more required streams has a gap >200 ms | 124 dropped-frame events, about 154 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000187
f1-5-201,episode_000188,FRAGMENT_ONLY,56.637001841,56.57600116729736,0.9859976662777129,143,186,3,3,55.00195622444153,27.095770120620728,2,762738552,,"one or more required streams has a gap >200 ms | 143 dropped-frame events, about 186 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000188
f1-5-201,episode_000189,FRAGMENT_ONLY,65.882653691,62.861371755599976,0.9931758530183727,180,201,1,2,62.606865882873535,47.56284308433533,3,881381629,,"one or more required streams has a gap >200 ms | 180 dropped-frame events, about 201 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000189
f1-5-201,episode_000190,READY,68.83066519,68.77233338356018,0.9956813819577736,177,204,0,1,68.77233338356018,68.77233338356018,3,925836344,,"177 dropped-frame events, about 204 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000190
f1-5-201,episode_000191,FRAGMENT_ONLY,49.71431874,49.663915395736694,0.9867021276595744,106,133,2,2,48.19811511039734,38.69091987609863,3,673714202,,"one or more required streams has a gap >200 ms | 106 dropped-frame events, about 133 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000191
f1-5-201,episode_000192,READY,55.085366952,52.068272829055786,0.9955640050697085,120,134,0,1,52.068272829055786,52.068272829055786,3,737944985,,"120 dropped-frame events, about 134 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000192
f1-5-201,episode_000193,FRAGMENT_ONLY,57.98443123,55.28676390647888,0.9952267303102625,201,222,1,2,55.04988670349121,37.762898206710815,3,762295436,,"one or more required streams has a gap >200 ms | 201 dropped-frame events, about 222 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000193
f1-5-201,episode_000194,FRAGMENT_ONLY,65.411225543,65.33066773414612,0.988377968671046,154,194,2,2,61.05258393287659,33.18452596664429,2,890149239,,"one or more required streams has a gap >200 ms | 154 dropped-frame events, about 194 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000194
f1-5-201,episode_000195,FRAGMENT_ONLY,53.169138174,53.11206388473511,0.9881914232442511,126,161,1,2,52.711310148239136,40.99710726737976,3,719326182,,"one or more required streams has a gap >200 ms | 126 dropped-frame events, about 161 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000195
f1-5-201,episode_000196,FRAGMENT_ONLY,55.863271656,53.74108600616455,0.9864947820748926,172,213,2,1,48.60215377807617,48.60215377807617,3,749480533,,"one or more required streams has a gap >200 ms | 172 dropped-frame events, about 213 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000196
f1-5-201,episode_000197,FRAGMENT_ONLY,58.68719346,56.24923253059387,0.9941348973607038,144,162,2,3,55.728474378585815,28.224872827529907,2,776447444,,"one or more required streams has a gap >200 ms | 144 dropped-frame events, about 162 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000197
f1-5-201,episode_000198,FRAGMENT_ONLY,60.281074377,59.95072555541992,0.9928845101258894,156,188,1,1,58.3205463886261,58.3205463886261,2,818123400,,"one or more required streams has a gap >200 ms | 156 dropped-frame events, about 188 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000198
f1-5-201,episode_000199,FRAGMENT_ONLY,51.608551333,49.33238387107849,0.9832775919732442,130,170,4,4,48.05299186706543,22.67300295829773,3,686382133,,"one or more required streams has a gap >200 ms | 130 dropped-frame events, about 170 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000199
f1-5-201,episode_000200,FRAGMENT_ONLY,56.785100007,56.73067355155945,0.9936009307737056,151,183,1,2,56.44447112083435,33.474225759506226,3,770135389,,"one or more required streams has a gap >200 ms | 151 dropped-frame events, about 183 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-5-201/episode_000200
f1-6-201,episode_000000,FRAGMENT_ONLY,58.969628377,57.04884314537048,0.9942129629629629,144,171,2,3,56.6017541885376,32.289581060409546,2,929774314,,"one or more required streams has a gap >200 ms | 144 dropped-frame events, about 171 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000000
f1-6-201,episode_000001,FRAGMENT_ONLY,55.010425999,54.933029651641846,0.996996996996997,134,154,1,2,54.71084451675415,32.64994406700134,2,881909799,,"one or more required streams has a gap >200 ms | 134 dropped-frame events, about 154 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000001
f1-6-201,episode_000002,READY,50.853898898,50.79118752479553,0.9993502274204028,117,119,0,1,50.79118752479553,50.79118752479553,3,812803600,,"117 dropped-frame events, about 119 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000002
f1-6-201,episode_000003,FRAGMENT_ONLY,57.80193636,57.722939014434814,0.9931389365351629,133,157,1,1,56.41093349456787,56.41093349456787,2,926018715,,"one or more required streams has a gap >200 ms | 133 dropped-frame events, about 157 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000003
f1-6-201,episode_000004,FRAGMENT_ONLY,55.947034638,55.594260931015015,0.9893742621015348,150,184,2,2,50.65716576576233,29.322046995162964,3,890037745,,"one or more required streams has a gap >200 ms | 150 dropped-frame events, about 184 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000004
f1-6-201,episode_000005,FRAGMENT_ONLY,63.879006404,63.836286783218384,0.9927611168562565,153,188,1,2,63.61356449127197,32.331220865249634,2,1017621616,,"one or more required streams has a gap >200 ms | 153 dropped-frame events, about 188 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000005
f1-6-201,episode_000006,FRAGMENT_ONLY,57.915246693,56.25927972793579,0.9865102639296187,157,195,3,3,52.959776878356934,28.945225715637207,1,913156998,,"one or more required streams has a gap >200 ms | 157 dropped-frame events, about 195 missing messages | header clock anomaly on 1 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000006
f1-6-201,episode_000007,FRAGMENT_ONLY,54.649115943,54.549615144729614,0.9885126964933495,126,158,2,3,54.00316143035889,20.53505301475525,2,874790196,,"one or more required streams has a gap >200 ms | 126 dropped-frame events, about 158 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000007
f1-6-201,episode_000008,FRAGMENT_ONLY,60.735431979,60.66906762123108,0.9940152339499456,127,154,1,2,60.41403412818909,45.126033544540405,3,971599373,,"one or more required streams has a gap >200 ms | 127 dropped-frame events, about 154 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000008
f1-6-201,episode_000009,FRAGMENT_ONLY,54.202916082,52.28272032737732,0.9823343848580441,104,149,5,3,41.81931447982788,24.641319751739502,3,857803759,,"one or more required streams has a gap >200 ms | 104 dropped-frame events, about 149 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000009
f1-6-201,episode_000010,FRAGMENT_ONLY,56.740726462,56.69352698326111,0.9877408056042032,117,173,2,3,56.01538562774658,26.786437511444092,3,900562763,,"one or more required streams has a gap >200 ms | 117 dropped-frame events, about 173 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000010
f1-6-201,episode_000011,READY,53.702981971,53.630305767059326,0.9956923076923077,123,142,0,1,53.630305767059326,53.630305767059326,2,856029212,,"123 dropped-frame events, about 142 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000011
f1-6-201,episode_000012,FRAGMENT_ONLY,62.905331062,62.842299461364746,0.9858193277310925,162,212,4,3,60.81691551208496,40.014018535614014,3,1003757837,,"one or more required streams has a gap >200 ms | 162 dropped-frame events, about 212 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000012
f1-6-201,episode_000013,FRAGMENT_ONLY,63.041072756,62.97608780860901,0.9942348008385744,139,163,1,2,62.55373954772949,37.18594765663147,3,1004735916,,"one or more required streams has a gap >200 ms | 139 dropped-frame events, about 163 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000013
f1-6-201,episode_000014,READY,52.936008777,50.110084772109985,0.9973666886109283,88,104,0,1,50.110084772109985,50.110084772109985,2,819383569,,"88 dropped-frame events, about 104 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000014
f1-6-201,episode_000015,FRAGMENT_ONLY,60.899671831,60.825854778289795,0.9896963123644251,154,194,3,3,59.94455599784851,28.97141718864441,2,976838083,,"one or more required streams has a gap >200 ms | 154 dropped-frame events, about 194 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000015
f1-6-201,episode_000016,FRAGMENT_ONLY,58.208089637,58.163872480392456,0.9914869466515324,155,186,1,1,57.3790647983551,57.3790647983551,2,929681388,,"one or more required streams has a gap >200 ms | 155 dropped-frame events, about 186 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000016
f1-6-201,episode_000017,READY,57.426643008,57.16551113128662,0.9988459319099827,117,133,0,1,57.16551113128662,57.16551113128662,2,915677397,,"117 dropped-frame events, about 133 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000017
f1-6-201,episode_000018,FRAGMENT_ONLY,62.939916229,59.87976908683777,0.9950413223140496,158,182,1,1,54.88508939743042,54.88508939743042,3,972723007,,"one or more required streams has a gap >200 ms | 158 dropped-frame events, about 182 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000018
f1-6-201,episode_000019,FRAGMENT_ONLY,56.630193573,54.08966851234436,0.9902379499694935,105,140,2,3,53.612937688827515,20.226361751556396,2,874092252,,"one or more required streams has a gap >200 ms | 105 dropped-frame events, about 140 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000019
f1-6-201,episode_000020,FRAGMENT_ONLY,60.777441655,60.71939206123352,0.9907306434023991,107,151,5,2,56.35363173484802,47.36599516868591,3,971371374,,"one or more required streams has a gap >200 ms | 107 dropped-frame events, about 151 missing messages | header clock anomaly on 3 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000020
f1-6-201,episode_000021,FRAGMENT_ONLY,59.968303933,59.777045249938965,0.9889624724061811,128,166,2,3,59.33132243156433,23.438525676727295,2,954692233,,"one or more required streams has a gap >200 ms | 128 dropped-frame events, about 166 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000021
f1-6-201,episode_000022,READY,54.079426045,53.74349498748779,0.9944717444717445,94,119,0,1,53.74349498748779,53.74349498748779,2,869375646,,"94 dropped-frame events, about 119 missing messages | header clock anomaly on 2 topics; convert using MCAP log_time",/home/liumouyun/extended_storage/liumouyun/Datas/f1-6-201/episode_000022
